seqnames	start	end	Proportion
Fvb1	1	50000	0.0133579126488939
Fvb1	50001	100000	0.0169760439582721
Fvb1	100001	150000	0.00508579740217469
Fvb1	150001	200000	0.0193265620559154
Fvb1	200001	250000	0.0122506985258695
Fvb1	250001	300000	0.075055352761654
Fvb1	300001	350000	0.0068256514079878
Fvb1	350001	400000	0.0144491352308321
Fvb1	400001	450000	0.0128539878994226
Fvb1	450001	500000	0.0152610934052464
Fvb1	500001	550000	0.0121026578118395
Fvb1	550001	600000	0.00999615121450564
Fvb1	600001	650000	0.00729904946126063
Fvb1	650001	700000	0.0126683863571224
Fvb1	700001	750000	0.0475569877073636
Fvb1	750001	800000	0.0659356880255735
Fvb1	800001	850000	0.0565484034465281
Fvb1	850001	900000	0.0115214932403649
Fvb1	900001	950000	0.00500590248203105
Fvb1	950001	1000000	0.0114164666007626
Fvb1	1000001	1050000	0.011451205497512
Fvb1	1050001	1100000	0.00835932626325639
Fvb1	1100001	1150000	0.0122543841115572
Fvb1	1150001	1200000	0.0121545718859933
Fvb1	1200001	1250000	0.00763845845334889
Fvb1	1250001	1300000	0.056033359395361
Fvb1	1300001	1350000	0.0124618154599341
Fvb1	1350001	1400000	0.011279080551612
Fvb1	1400001	1450000	0.0119161803196072
Fvb1	1450001	1500000	0.00963714793199696
Fvb1	1500001	1550000	0.0205534680891912
Fvb1	1550001	1600000	0.0136381155682054
Fvb1	1600001	1650000	0.0125228264570244
Fvb1	1650001	1700000	0.0264221247812494
Fvb1	1700001	1750000	0.0211767579864522
Fvb1	1750001	1800000	0.0104141534007258
Fvb1	1800001	1850000	0.00461913892278194
Fvb1	1850001	1900000	0.0137241990269415
Fvb1	1900001	1950000	0.00692407048620721
Fvb1	1950001	2000000	0.0121195608773059
Fvb1	2000001	2050000	0.0164699112832098
Fvb1	2050001	2100000	0.0126556026603774
Fvb1	2100001	2150000	0.0141745894554883
Fvb1	2150001	2200000	0.012038403502081
Fvb1	2200001	2250000	0.0100071551663324
Fvb1	2250001	2300000	0.0180223306993177
Fvb1	2300001	2350000	0.0102431753843692
Fvb1	2350001	2400000	0.0132972080749726
Fvb1	2400001	2450000	0.0156809747517
Fvb1	2450001	2500000	0.0238603624465442
Fvb1	2500001	2550000	0.012646138646468
Fvb1	2550001	2600000	0.0354340071343638
Fvb1	2600001	2650000	0.0276298343783006
Fvb1	2650001	2700000	0.0096258670183139
Fvb1	2700001	2750000	0.00826549585162732
Fvb1	2750001	2800000	0.00982671005594652
Fvb1	2800001	2850000	0.00664981230368498
Fvb1	2850001	2900000	0.0203975047149282
Fvb1	2900001	2950000	0.00600115787045971
Fvb1	2950001	3000000	0.0198988434580713
Fvb1	3000001	3050000	0.00704651173863155
Fvb1	3050001	3100000	0.1628136577863
Fvb1	3100001	3150000	0.0157961924848754
Fvb1	3150001	3200000	0.00641138803742517
Fvb1	3200001	3250000	0.00677964400596167
Fvb1	3250001	3300000	0.0176082871984487
Fvb1	3300001	3350000	0.0318540063801839
Fvb1	3350001	3400000	0.0269442022900967
Fvb1	3400001	3450000	0.0122214529322768
Fvb1	3450001	3500000	0.0128135177549907
Fvb1	3500001	3550000	0.0169862110641103
Fvb1	3550001	3600000	0.0685375381012398
Fvb1	3600001	3650000	0.0347525109039254
Fvb1	3650001	3700000	0.00830142522867475
Fvb1	3700001	3750000	0.0101724330500975
Fvb1	3750001	3800000	0.0120921346851052
Fvb1	3800001	3850000	0.00522276004215513
Fvb1	3850001	3900000	0.042293853491637
Fvb1	3900001	3950000	0.0171636298978085
Fvb1	3950001	4000000	0.0153383745616755
Fvb1	4000001	4050000	0.0162422866869991
Fvb1	4050001	4100000	0.0105559877654983
Fvb1	4100001	4150000	0.0197185080167315
Fvb1	4150001	4200000	0.00885444503830394
Fvb1	4200001	4250000	0.00600040733835717
Fvb1	4250001	4300000	0.00809932780070564
Fvb1	4300001	4350000	0.0106271008046719
Fvb1	4350001	4400000	0.0148330355770199
Fvb1	4400001	4450000	0.0171353465201941
Fvb1	4450001	4500000	0.0133946928176733
Fvb1	4500001	4550000	0.0200881393403734
Fvb1	4550001	4600000	0.00746767499401389
Fvb1	4600001	4650000	0.0254031535323799
Fvb1	4650001	4700000	0.0104340434574722
Fvb1	4700001	4750000	0.00755686399519961
Fvb1	4750001	4800000	0.0129111722938705
Fvb1	4800001	4850000	0.0524051877448925
Fvb1	4850001	4900000	0.0123662432133256
Fvb1	4900001	4950000	0.0117550164719976
Fvb1	4950001	5000000	0.0242363109214979
Fvb1	5000001	5050000	0.012328333649769
Fvb1	5050001	5100000	0.00967952254375846
Fvb1	5100001	5150000	0.0103036630202896
Fvb1	5150001	5200000	0.00729082339619268
Fvb1	5200001	5250000	0.116623927978201
Fvb1	5250001	5300000	0.156330420807438
Fvb1	5300001	5350000	0.00703639398034812
Fvb1	5350001	5400000	0.0329227159407538
Fvb1	5400001	5450000	0.0156346968810398
Fvb1	5450001	5500000	0.027106516650926
Fvb1	5500001	5550000	0.0103465256979759
Fvb1	5550001	5600000	0.0089784021630639
Fvb1	5600001	5650000	0.0110703509952463
Fvb1	5650001	5700000	0.0379686509869231
Fvb1	5700001	5750000	0.0075547167383355
Fvb1	5750001	5800000	0.0203443119904961
Fvb1	5800001	5850000	0.0148204662034933
Fvb1	5850001	5900000	0.0211097221662164
Fvb1	5900001	5950000	0.0139020419784723
Fvb1	5950001	6000000	0.0142175349597837
Fvb1	6000001	6050000	0.0106103929862703
Fvb1	6050001	6100000	0.0157549234135667
Fvb1	6100001	6150000	0.0100202189953523
Fvb1	6150001	6200000	0.0219580033790385
Fvb1	6200001	6250000	0.0191380349608198
Fvb1	6250001	6300000	0.0144288862037103
Fvb1	6300001	6350000	0.018966228764014
Fvb1	6350001	6400000	0.020802709947154
Fvb1	6400001	6450000	0.00894246255343806
Fvb1	6450001	6500000	0.0116897698773309
Fvb1	6500001	6550000	0.00757033455341104
Fvb1	6550001	6600000	0.0119913219989475
Fvb1	6600001	6650000	0.0160003301164176
Fvb1	6650001	6700000	0.0120382970451011
Fvb1	6700001	6750000	0.0189583020810163
Fvb1	6750001	6800000	0.0209941096796548
Fvb1	6800001	6850000	0.0136015716004721
Fvb1	6850001	6900000	0.0136445929436701
Fvb1	6900001	6950000	0.0257736840859044
Fvb1	6950001	7000000	0.0207722996010519
Fvb1	7000001	7050000	0.00937845046551466
Fvb1	7050001	7100000	0.0170656134018863
Fvb1	7100001	7150000	0.0116699300116647
Fvb1	7150001	7200000	0.00481042846689612
Fvb1	7200001	7250000	0.00982533309464747
Fvb1	7250001	7300000	0.010295309717234
Fvb1	7300001	7350000	0.0211076564101693
Fvb1	7350001	7400000	0.0100413528743893
Fvb1	7400001	7450000	0.0165684391043383
Fvb1	7450001	7500000	0.014983244543736
Fvb1	7500001	7550000	0.0133992329540896
Fvb1	7550001	7600000	0.00876681259847671
Fvb1	7600001	7650000	0.00650500226439952
Fvb1	7650001	7700000	0.0195414652650455
Fvb1	7700001	7750000	0.0181778322875747
Fvb1	7750001	7800000	0.00670403730449511
Fvb1	7800001	7850000	0.0211882819137552
Fvb1	7850001	7900000	0.0174948798102835
Fvb1	7900001	7950000	0.0267771324913022
Fvb1	7950001	8000000	0.0181464414915618
Fvb1	8000001	8050000	0.00648739937704785
Fvb1	8050001	8100000	0.0218105522366495
Fvb1	8100001	8150000	0.0304466176025809
Fvb1	8150001	8200000	0.00774971581080413
Fvb1	8200001	8250000	0.0136701763002527
Fvb1	8250001	8300000	0.0110500638687536
Fvb1	8300001	8350000	0.0420658059142024
Fvb1	8350001	8400000	0.0464767223128904
Fvb1	8400001	8450000	0.0125718007602599
Fvb1	8450001	8500000	0.0619575971262193
Fvb1	8500001	8550000	0.0425556196623194
Fvb1	8550001	8600000	0.0222753124699955
Fvb1	8600001	8650000	0.0174302956744547
Fvb1	8650001	8700000	0.0123036663310305
Fvb1	8700001	8750000	0.0310792688983808
Fvb1	8750001	8800000	0.0152552761613609
Fvb1	8800001	8850000	0.00925356876970506
Fvb1	8850001	8900000	0.0280271557401966
Fvb1	8900001	8950000	0.00602387356206439
Fvb1	8950001	9000000	0.0198444609036081
Fvb1	9000001	9050000	0.0153138530791976
Fvb1	9050001	9100000	0.0201082968267028
Fvb1	9100001	9150000	0.0209359327700718
Fvb1	9150001	9200000	0.0544430495707936
Fvb1	9200001	9250000	0.0127445013431833
Fvb1	9250001	9300000	0.0125736336346047
Fvb1	9300001	9350000	0.0467280690454721
Fvb1	9350001	9400000	0.0465333379150774
Fvb1	9400001	9450000	0.022269600826972
Fvb1	9450001	9500000	0.0151863694015635
Fvb1	9500001	9550000	0.0297439899926763
Fvb1	9550001	9600000	0.0242050865916419
Fvb1	9600001	9650000	0.0202392722958276
Fvb1	9650001	9700000	0.0259558542561083
Fvb1	9700001	9750000	0.0159986052497987
Fvb1	9750001	9800000	0.0134303455946904
Fvb1	9800001	9850000	0.0124520816736795
Fvb1	9850001	9900000	0.0108886374444499
Fvb1	9900001	9950000	0.0126706694301404
Fvb1	9950001	10000000	0.019116807990193
Fvb1	10000001	10050000	0.0396969530203805
Fvb1	10050001	10100000	0.030753931323488
Fvb1	10100001	10150000	0.0114750912791352
Fvb1	10150001	10200000	0.0253092740094588
Fvb1	10200001	10250000	0.0185643685472427
Fvb1	10250001	10300000	0.0372331369811706
Fvb1	10300001	10350000	0.00638435188402919
Fvb1	10350001	10400000	0.043234030426586
Fvb1	10400001	10450000	0.0264432065050193
Fvb1	10450001	10500000	0.0398490898846126
Fvb1	10500001	10550000	0.0195113943137875
Fvb1	10550001	10600000	0.0205637224106881
Fvb1	10600001	10650000	0.0193663508971057
Fvb1	10650001	10700000	0.00736657790855497
Fvb1	10700001	10750000	0.0345035336167447
Fvb1	10750001	10800000	0.0400375126244409
Fvb1	10800001	10850000	0.0142913441854864
Fvb1	10850001	10900000	0.0458524834384608
Fvb1	10900001	10950000	0.0264171262604836
Fvb1	10950001	11000000	0.0152905746961603
Fvb1	11000001	11050000	0.0223947190177717
Fvb1	11050001	11100000	0.0586738146438292
Fvb1	11100001	11150000	0.00829226866301367
Fvb1	11150001	11200000	0.0333523555893729
Fvb1	11200001	11250000	0.0178583825987578
Fvb1	11250001	11300000	0.0163689692115847
Fvb1	11300001	11350000	0.0277332656396262
Fvb1	11350001	11400000	0.0361509136321809
Fvb1	11400001	11450000	0.0271532782076401
Fvb1	11450001	11500000	0.0544763144732977
Fvb1	11500001	11550000	0.0125629138415415
Fvb1	11550001	11600000	0.018979245164312
Fvb1	11600001	11650000	0.0348082873882789
Fvb1	11650001	11700000	0.0395984927234927
Fvb1	11700001	11750000	0.0627854771072692
Fvb1	11750001	11800000	0.0205476539745307
Fvb1	11800001	11850000	0.023164698290432
Fvb1	11850001	11900000	0.017005754472473
Fvb1	11900001	11950000	0.0233124099608973
Fvb1	11950001	12000000	0.0310937416982012
Fvb1	12000001	12050000	0.0174228977146661
Fvb1	12050001	12100000	0.0238981416152606
Fvb1	12100001	12150000	0.0255212487182409
Fvb1	12150001	12200000	0.0602362665211119
Fvb1	12200001	12250000	0.0324573810764535
Fvb1	12250001	12300000	0.0556170260810658
Fvb1	12300001	12350000	0.0220892255307321
Fvb1	12350001	12400000	0.0270291707596844
Fvb1	12400001	12450000	0.0108213692743432
Fvb1	12450001	12500000	0.0351226678785087
Fvb1	12500001	12550000	0.0139540775508027
Fvb1	12550001	12600000	0.0332660954777549
Fvb1	12600001	12650000	0.0298267048390136
Fvb1	12650001	12700000	0.0175959804442777
Fvb1	12700001	12750000	0.0399906752002713
Fvb1	12750001	12800000	0.033624023740907
Fvb1	12800001	12850000	0.0178979674035751
Fvb1	12850001	12900000	0.0120190482938012
Fvb1	12900001	12950000	0.0358908990386092
Fvb1	12950001	13000000	0.0195795783338691
Fvb1	13000001	13050000	0.00907265009353521
Fvb1	13050001	13100000	0.0325397810197413
Fvb1	13100001	13150000	0.0315990687939173
Fvb1	13150001	13200000	0.0145932102377974
Fvb1	13200001	13250000	0.0455957028383574
Fvb1	13250001	13300000	0.0157019445912506
Fvb1	13300001	13350000	0.0500076025071379
Fvb1	13350001	13400000	0.0283797526674495
Fvb1	13400001	13450000	0.0553554435554929
Fvb1	13450001	13500000	0.0439687681911366
Fvb1	13500001	13550000	0.025260404717111
Fvb1	13550001	13600000	0.0322082258687499
Fvb1	13600001	13650000	0.0153823924955264
Fvb1	13650001	13700000	0.0401937992917201
Fvb1	13700001	13750000	0.0392705038479739
Fvb1	13750001	13800000	0.0237579664853958
Fvb1	13800001	13850000	0.0263566792036362
Fvb1	13850001	13900000	0.0193553841787097
Fvb1	13900001	13950000	0.0527416389485355
Fvb1	13950001	14000000	0.026419377565056
Fvb1	14000001	14050000	0.0196335358167821
Fvb1	14050001	14100000	0.0321051234784854
Fvb1	14100001	14150000	0.0220291612835183
Fvb1	14150001	14200000	0.01869068318969
Fvb1	14200001	14250000	0.0339056531846348
Fvb1	14250001	14300000	0.0622820792632616
Fvb1	14300001	14350000	0.047991820882159
Fvb1	14350001	14400000	0.0315949015496992
Fvb1	14400001	14450000	0.027441135734072
Fvb1	14450001	14500000	0.0294491960314745
Fvb1	14500001	14550000	0.0438385392115513
Fvb1	14550001	14600000	0.0252908382760991
Fvb1	14600001	14650000	0.021908929344823
Fvb1	14650001	14700000	0.0309424320990762
Fvb1	14700001	14750000	0.0134289089347079
Fvb1	14750001	14800000	0.0314940743997231
Fvb1	14800001	14850000	0.00999434673692618
Fvb1	14850001	14900000	0.0132600138798387
Fvb1	14900001	14950000	0.0269706244782764
Fvb1	14950001	15000000	0.0138927464421015
Fvb1	15000001	15050000	0.0238371366888504
Fvb1	15050001	15100000	0.0274661069214373
Fvb1	15100001	15150000	0.0410819453391
Fvb1	15150001	15200000	0.0229710038148567
Fvb1	15200001	15250000	0.0310312338060018
Fvb1	15250001	15300000	0.0344658381780362
Fvb1	15300001	15350000	0.0137776040648818
Fvb1	15350001	15400000	0.034203858238454
Fvb1	15400001	15450000	0.0242363446415485
Fvb1	15450001	15500000	0.0327515237869073
Fvb1	15500001	15550000	0.057483480430664
Fvb1	15550001	15600000	0.0393243169844115
Fvb1	15600001	15650000	0.043518496825434
Fvb1	15650001	15700000	0.0341921692169217
Fvb1	15700001	15750000	0.0218090868540113
Fvb1	15750001	15800000	0.0299706350177413
Fvb1	15800001	15850000	0.0281643090117285
Fvb1	15850001	15900000	0.0143586896761555
Fvb1	15900001	15950000	0.0152688951891167
Fvb1	15950001	16000000	0.0223293361064995
Fvb1	16000001	16050000	0.0331547731756629
Fvb1	16050001	16100000	0.0394016520963658
Fvb1	16100001	16150000	0.0125946313667484
Fvb1	16150001	16200000	0.0231642309535218
Fvb1	16200001	16250000	0.0175838848252641
Fvb1	16250001	16300000	0.0261825296351709
Fvb1	16300001	16350000	0.0202406475080095
Fvb1	16350001	16400000	0.0190025694931091
Fvb1	16400001	16450000	0.0291400097259677
Fvb1	16450001	16500000	0.019200112023094
Fvb1	16500001	16550000	0.0223436510091411
Fvb1	16550001	16600000	0.040801818732096
