seqnames	start	end	width	strand	sumReadsM	sumReadsN	Proportion	context
Fvb3	1	50000	50000	*	11188	229225	0.0488079397971425	CHH
Fvb3	50001	100000	50000	*	4279	293118	0.0145982164179614	CHH
Fvb3	100001	150000	50000	*	4307	250521	0.0171921715145636	CHH
Fvb3	150001	200000	50000	*	2955	269912	0.0109480126856161	CHH
Fvb3	200001	250000	50000	*	4723	241131	0.0195868635720832	CHH
Fvb3	250001	300000	50000	*	2835	250276	0.0113274944461315	CHH
Fvb3	300001	350000	50000	*	8427	248042	0.0339740850339862	CHH
Fvb3	350001	400000	50000	*	13495	226138	0.0596759500835773	CHH
Fvb3	400001	450000	50000	*	3853	236099	0.0163194253258167	CHH
Fvb3	450001	500000	50000	*	6431	268192	0.0239790896074454	CHH
Fvb3	500001	550000	50000	*	5465	257934	0.0211875906239581	CHH
Fvb3	550001	600000	50000	*	10497	247685	0.0423804429012657	CHH
Fvb3	600001	650000	50000	*	25593	217723	0.117548444583255	CHH
Fvb3	650001	700000	50000	*	25264	268050	0.0942510725610893	CHH
Fvb3	700001	750000	50000	*	6804	250046	0.0272109931772554	CHH
Fvb3	750001	800000	50000	*	5860	250417	0.0234009671867325	CHH
Fvb3	800001	850000	50000	*	13207	229990	0.0574242358363407	CHH
Fvb3	850001	900000	50000	*	4050	271837	0.0148986341079397	CHH
Fvb3	900001	950000	50000	*	6248	224339	0.0278507080801822	CHH
Fvb3	950001	1000000	50000	*	3458	268330	0.0128871166101442	CHH
Fvb3	1000001	1050000	50000	*	5396	237278	0.0227412570908386	CHH
Fvb3	1050001	1100000	50000	*	3269	207482	0.0157555836168921	CHH
Fvb3	1100001	1150000	50000	*	2963	112593	0.0263160231986003	CHH
Fvb3	1150001	1200000	50000	*	4428	254469	0.0174009407825708	CHH
Fvb3	1200001	1250000	50000	*	2367	247290	0.00957175785514982	CHH
Fvb3	1250001	1300000	50000	*	7023	246058	0.0285420510611319	CHH
Fvb3	1300001	1350000	50000	*	9765	255939	0.0381536225428715	CHH
Fvb3	1350001	1400000	50000	*	3436	264267	0.0130020017633681	CHH
Fvb3	1400001	1450000	50000	*	3458	216074	0.0160037764839823	CHH
Fvb3	1450001	1500000	50000	*	3415	134217	0.0254438707466267	CHH
Fvb3	1500001	1550000	50000	*	4676	131828	0.035470461510453	CHH
Fvb3	1550001	1600000	50000	*	3209	233789	0.0137260521239237	CHH
Fvb3	1600001	1650000	50000	*	3915	208936	0.0187377953057396	CHH
Fvb3	1650001	1700000	50000	*	8647	200673	0.0430900021427895	CHH
Fvb3	1700001	1750000	50000	*	8176	256553	0.0318686587176919	CHH
Fvb3	1750001	1800000	50000	*	6073	233338	0.0260266223246964	CHH
Fvb3	1800001	1850000	50000	*	7511	252280	0.0297724750277469	CHH
Fvb3	1850001	1900000	50000	*	3428	238567	0.014369129007784	CHH
Fvb3	1900001	1950000	50000	*	3744	169145	0.0221348547104555	CHH
Fvb3	1950001	2000000	50000	*	5639	230173	0.0244989638228637	CHH
Fvb3	2000001	2050000	50000	*	7212	194013	0.0371727667733605	CHH
Fvb3	2050001	2100000	50000	*	3990	245965	0.0162218201776676	CHH
Fvb3	2100001	2150000	50000	*	6652	227427	0.0292489458155804	CHH
Fvb3	2150001	2200000	50000	*	9139	228911	0.039923813185037	CHH
Fvb3	2200001	2250000	50000	*	6504	232600	0.0279621668099742	CHH
Fvb3	2250001	2300000	50000	*	4651	225555	0.0206202478331227	CHH
Fvb3	2300001	2350000	50000	*	7212	254562	0.0283310156268414	CHH
Fvb3	2350001	2400000	50000	*	3769	129577	0.0290869521597197	CHH
Fvb3	2400001	2450000	50000	*	31177	184425	0.16904974922055	CHH
Fvb3	2450001	2500000	50000	*	11202	256995	0.0435883966614136	CHH
Fvb3	2500001	2550000	50000	*	7779	241976	0.0321478163123616	CHH
Fvb3	2550001	2600000	50000	*	5677	244301	0.0232377272299336	CHH
Fvb3	2600001	2650000	50000	*	5068	250882	0.0202007318181456	CHH
Fvb3	2650001	2700000	50000	*	5753	252715	0.0227647745484043	CHH
Fvb3	2700001	2750000	50000	*	1200	131345	0.00913624424226274	CHH
Fvb3	2750001	2800000	50000	*	8215	193015	0.0425614589539673	CHH
Fvb3	2800001	2850000	50000	*	4622	249574	0.018519557325683	CHH
Fvb3	2850001	2900000	50000	*	4350	252005	0.0172615622705899	CHH
Fvb3	2900001	2950000	50000	*	2853	261971	0.0108905184161606	CHH
Fvb3	2950001	3000000	50000	*	3181	236524	0.013448952326191	CHH
